HGNC ID	Approved symbol	RefSeq IDs	NCBI Gene ID	Ensembl gene ID	UniProt ID(supplied by UniProt)
HGNC:35316	MIR1250	NR_031652	100302229	ENSG00000221025	
HGNC:35317	MIR1251	NR_031653	100302289	ENSG00000221479	
HGNC:35365	MIR1252	NR_031700	100302136	ENSG00000221788	
HGNC:35318	MIR1253	NR_031654	100302208	ENSG00000221200	
HGNC:35319	MIR1254-1				
HGNC:41770	MIR1254-2				
HGNC:35320	MIR1255A	NR_031656	100302193	ENSG00000221265	
HGNC:35366	MIR1255B1	NR_031701	100313806		
HGNC:35367	MIR1255B2	NR_031702	100313835	ENSG00000221545	
HGNC:35321	MIR1256	NR_031657	100302155	ENSG00000221808	
HGNC:35322	MIR1257	NR_031658	100302168	ENSG00000284193	
HGNC:35323	MIR1258	NR_031659	100302172	ENSG00000221240	
HGNC:35324	MIR1259				
HGNC:35325	MIR1260A	NR_031661	100302236	ENSG00000221754	
HGNC:38258	MIR1260B	NR_036125	100422991		
HGNC:35327	MIR1261	NR_031663	100302228	ENSG00000221586	
HGNC:35328	MIR1262	NR_031664	100302279	ENSG00000221203	
HGNC:35329	MIR1263	NR_031665	100302148	ENSG00000221251	
HGNC:35246	MIR1264	NR_031563	100302251		
HGNC:35332	MIR1265	NR_031668	100302116	ENSG00000221371	
HGNC:35334	MIR1266	NR_031670	100302202	ENSG00000221052	
HGNC:35335	MIR1267	NR_031671	100302286	ENSG00000221650	
HGNC:35336	MIR1268A	NR_031672	100302233	ENSG00000221641	
HGNC:41581	MIR1268B	NR_039607	100616121		
HGNC:35337	MIR1269A	NR_031673	100302177	ENSG00000221563	
HGNC:41787	MIR1269B	NR_039747	100616494		
HGNC:35338	MIR1270	NR_036053	100302179	ENSG00000238517	
HGNC:38387	MIR1270-2				
HGNC:35252	MIR1271	NR_031569	100302203	ENSG00000221464	
HGNC:35339	MIR1272	NR_031674	100302184	ENSG00000221033	
HGNC:35340	MIR1273A				
HGNC:38173	MIR1273C	NR_036100	100422821		
HGNC:38375	MIR1273D				
HGNC:50833	MIR1273E				
HGNC:41733	MIR1273F				
HGNC:41684	MIR1273G				
HGNC:49973	MIR1273H	NR_106996	102466247		
HGNC:35341	MIR1274A				
HGNC:35358	MIR1274B				
HGNC:35346	MIR1275	NR_031681	100302123	ENSG00000221697	
HGNC:35347	MIR1276	NR_031682	100302121	ENSG00000221634	
HGNC:35350	MIR1277	NR_031685	100302214	ENSG00000221463	
HGNC:35356	MIR1278	NR_031691	100302163	ENSG00000221680	
HGNC:35357	MIR1279	NR_031692	100302182		
HGNC:35368	MIR1280				
HGNC:35359	MIR1281	NR_031694	100302237	ENSG00000284015	
HGNC:35360	MIR1282	NR_031695	100302254	ENSG00000221792	
HGNC:35255	MIR1283-1	NR_031573	100302265	ENSG00000221421	
HGNC:35361	MIR1283-2	NR_031696	100302205	ENSG00000221548	
HGNC:35362	MIR1284	NR_031697	100302112	ENSG00000221264	
HGNC:35277	MIR1285-1	NR_031616	100302218	ENSG00000221520	
HGNC:35278	MIR1285-2	NR_031617	100302268	ENSG00000221238	
HGNC:35279	MIR1286	NR_031618	100302118	ENSG00000221039	
HGNC:35280	MIR1287	NR_031619	100302133	ENSG00000284415	
HGNC:35363	MIR1288	NR_031698	100302124	ENSG00000221355	
HGNC:35281	MIR1289-1	NR_031620	100302125	ENSG00000221763	
HGNC:35282	MIR1289-2	NR_031621	100302134	ENSG00000221287	
HGNC:35283	MIR1290	NR_031622	100302276	ENSG00000221662	
HGNC:35284	MIR1291	NR_031623	100302221		
HGNC:35364	MIR1292	NR_031699	100302138	ENSG00000284481	
HGNC:35286	MIR1293	NR_031625	100302220	ENSG00000221604	
HGNC:35287	MIR1294	NR_031626	100302181	ENSG00000221430	
HGNC:35288	MIR1295A	NR_031627	100302178	ENSG00000221390	
HGNC:43524	MIR1295B	NR_049854	100847009		
HGNC:35249	MIR1296	NR_031566	100302150	ENSG00000221063	
HGNC:35289	MIR1297	NR_031628	100302187		
HGNC:35258	MIR1298	NR_031578	100302153	ENSG00000221710	
HGNC:35290	MIR1299	NR_031629	100302167	ENSG00000275377	
HGNC:35291	MIR1300				
HGNC:35253	MIR1301	NR_031570	100302246	ENSG00000221445	
HGNC:35293	MIR1302-1	NR_031631	100302227		
HGNC:35294	MIR1302-2	NR_036051	100302278	ENSG00000284332	
HGNC:52482	MIR1302-2HG		107985730	ENSG00000243485	
HGNC:35295	MIR1302-3	NR_031632	100302128	ENSG00000221055	
HGNC:35296	MIR1302-4	NR_031633	100302130	ENSG00000221628	
HGNC:35297	MIR1302-5	NR_031634	100302146	ENSG00000221091	
HGNC:35298	MIR1302-6	NR_031635	100302140	ENSG00000221393	
HGNC:35299	MIR1302-7	NR_031636	100302147		
HGNC:35300	MIR1302-8	NR_031637	100302223	ENSG00000221269	
HGNC:38218	MIR1302-9	NR_036266	100422831	ENSG00000283921	
HGNC:55045	MIR1302-9HG		107987041	ENSG00000227518	
HGNC:38233	MIR1302-10	NR_036267	100422834		
HGNC:38246	MIR1302-11	NR_036268	100422919		
HGNC:35301	MIR1303	NR_031638	100302284	ENSG00000221552	
HGNC:35302	MIR1304	NR_031639	100302240	ENSG00000284458	
HGNC:35303	MIR1305	NR_031640	100302270	ENSG00000221227	
HGNC:35371	MIR1306	NR_031706	100302197	ENSG00000284464	
HGNC:35372	MIR1307	NR_031707	100302174	ENSG00000283867	
HGNC:35369	MIR1308				
HGNC:35373	MIR1321	NR_031710	100302171		
HGNC:35374	MIR1322	NR_031711	100302166		
HGNC:35251	MIR1323	NR_031568	100302255	ENSG00000221017	
HGNC:35377	MIR1324	NR_031714	100302212	ENSG00000283894	
HGNC:41902	MIR1343	NR_039836	100616437		
HGNC:35250	MIR1468	NR_031567	100302115	ENSG00000222532	
HGNC:35378	MIR1469	NR_031715	100302258	ENSG00000283888	
HGNC:35379	MIR1470	NR_031716	100302127	ENSG00000269782	
HGNC:35380	MIR1471	NR_031717	100302126	ENSG00000222246	
HGNC:35381	MIR1537	NR_031718	100302139	ENSG00000222831	
HGNC:35382	MIR1538	NR_031719	100302119	ENSG00000223109	
HGNC:35383	MIR1539	NR_031720	100302257		
HGNC:41596	MIR1587	NR_039763	100616251	ENSG00000263972	
HGNC:35389	MIR1825	NR_031726	100302183	ENSG00000284125	
HGNC:35390	MIR1826				
HGNC:35391	MIR1827	NR_031728	100302217		
HGNC:54161	MIR1843	NR_162097	113839518		
HGNC:35392	MIR1908	NR_031729	100302263	ENSG00000284416	
HGNC:35393	MIR1909	NR_031730	100302210	ENSG00000284216	
HGNC:35394	MIR1910	NR_031731	100302261		
HGNC:35395	MIR1911	NR_031732	100302222	ENSG00000222715	
HGNC:35396	MIR1912	NR_031733	100302144	ENSG00000222321	
HGNC:35397	MIR1913	NR_031734	100302141	ENSG00000222958	
HGNC:35398	MIR1914	NR_031735	100302137	ENSG00000284433	
HGNC:35399	MIR1915	NR_031736	100302129	ENSG00000222071	
HGNC:31448	MIR1915HG	NR_160800	399726	ENSG00000204682	Q5T4H9
HGNC:37060	MIR1972-1	NR_036054	100302243	ENSG00000238728	
HGNC:38252	MIR1972-2	NR_036265	100422922		
HGNC:37061	MIR1973	NR_031737	100302290		
HGNC:37062	MIR1974				
HGNC:37063	MIR1975				
HGNC:37064	MIR1976	NR_031740	100302190	ENSG00000238705	
HGNC:37065	MIR1977				
HGNC:37066	MIR1978				
HGNC:37067	MIR1979				
HGNC:37068	MIR2052	NR_031744	100302260		
HGNC:51555	MIR2052HG	NR_033830	441355	ENSG00000254349	
HGNC:37069	MIR2053	NR_031745	100302225	ENSG00000238399	
HGNC:37070	MIR2054	NR_031746	100302267		
HGNC:37071	MIR2110	NR_031747	100302224	ENSG00000284442	
HGNC:37058	MIR2113	NR_031579	100302164	ENSG00000238367	
HGNC:37308	MIR2114	NR_031748	100313839	ENSG00000252454	
HGNC:37309	MIR2115	NR_031749	100313840	ENSG00000252466	
HGNC:37310	MIR2116	NR_031750	100313886	ENSG00000253030	
HGNC:37311	MIR2117	NR_031751	100313779	ENSG00000284344	
HGNC:51999	MIR2117HG		106660605	ENSG00000267151	
HGNC:37313	MIR2276	NR_031753	100313842	ENSG00000252695	
HGNC:37314	MIR2277	NR_031754	100313887	ENSG00000284336	
HGNC:37315	MIR2278	NR_031755	100313780	ENSG00000252153	
HGNC:38328	MIR2355	NR_036227	100423036	ENSG00000253008	
HGNC:41843	MIR2392	NR_039729	100616495		
HGNC:41881	MIR2467	NR_039948	100616360		
HGNC:41532	MIR2681	NR_039603	100616110		
HGNC:41688	MIR2682	NR_039604	100616452		
HGNC:38221	MIR2861	NR_036055	100422910		
HGNC:38372	MIR2909	NR_036056	100422969		
HGNC:54162	MIR3059	NR_162123	113839519		
HGNC:41652	MIR3064	NR_039891	100616387	ENSG00000284564	
HGNC:38234	MIR3065	NR_036151	100422915		
HGNC:38268	MIR3074	NR_036109	100422842	ENSG00000207617	
HGNC:54163	MIR3085	NR_162124	113839520		
HGNC:38371	MIR3115	NR_036057	100422866		
HGNC:38200	MIR3116-1	NR_036058	100422902		
HGNC:38318	MIR3116-2	NR_036059	100422946		
HGNC:38385	MIR3117	NR_036060	100422871		
HGNC:38265	MIR3118-1	NR_036061	100423008		
HGNC:38324	MIR3118-2	NR_036062	100422949		
HGNC:38274	MIR3118-3	NR_036063	100422844		
HGNC:38287	MIR3118-4	NR_036134	100422935		
HGNC:38351	MIR3118-5				
HGNC:38210	MIR3118-6				
HGNC:38253	MIR3119-1	NR_036064	100422839	ENSG00000283340	
HGNC:38315	MIR3119-2	NR_036065	100423010	ENSG00000263390	
HGNC:38295	MIR3120	NR_036066	100422882		
HGNC:38259	MIR3121	NR_036067	100423032		
HGNC:38320	MIR3122	NR_036068	100422947		
HGNC:38330	MIR3123	NR_036069	100422856		
HGNC:38262	MIR3124	NR_036070	100422879		
HGNC:38219	MIR3125	NR_036072	100422986		
HGNC:38225	MIR3126	NR_036073	100423030		
HGNC:38269	MIR3127	NR_036074	100422928		
HGNC:38188	MIR3128	NR_036075	100422824		
HGNC:38217	MIR3129	NR_036076	100422908		
HGNC:38275	MIR3130-1	NR_036077	100422993	ENSG00000283469	
HGNC:38363	MIR3130-2	NR_036078	100423002	ENSG00000263468	
HGNC:38240	MIR3130-3				
HGNC:38344	MIR3130-4				
HGNC:38347	MIR3131	NR_036081	100422957		
HGNC:38373	MIR3132	NR_036082	100423039		
HGNC:38305	MIR3133	NR_036083	100422942		
HGNC:38254	MIR3134	NR_036085	100422990		
HGNC:38199	MIR3135A	NR_036086	100422901		
HGNC:41783	MIR3135B	NR_039668	100616218		
HGNC:38340	MIR3136	NR_036087	100422859		
HGNC:38263	MIR3137	NR_036089	100422926		
HGNC:38341	MIR3138	NR_036090	100423011		
HGNC:38201	MIR3139	NR_036091	100423017		
HGNC:38183	MIR3140	NR_036092	100422896		
HGNC:38326	MIR3141	NR_036094	100422950		
HGNC:38297	MIR3142	NR_036095	100422938	ENSG00000265237	
HGNC:51944	MIR3142HG			ENSG00000253522	
HGNC:38284	MIR3143	NR_036096	100422934		
HGNC:38331	MIR3144	NR_036098	100422951		
HGNC:38327	MIR3145	NR_036099	100423001		
HGNC:38368	MIR3146	NR_036101	100422967		
HGNC:38300	MIR3147	NR_036102	100422939		
HGNC:38215	MIR3148	NR_036104	100422876		
HGNC:38251	MIR3149	NR_130460	100422921		
HGNC:38362	MIR3150A	NR_036105	100422964		
HGNC:38938	MIR3150B	NR_037484	100500907	ENSG00000284147	
HGNC:52000	MIR3150BHG	NR_132986	105375650	ENSG00000245080	
HGNC:38266	MIR3151	NR_036106	100422992		
HGNC:38379	MIR3152	NR_036107	100422869		
HGNC:38289	MIR3153	NR_036108	100422936		
HGNC:38176	MIR3154	NR_036110	100422893		
HGNC:38245	MIR3155A	NR_036111	100422989		
HGNC:50003	MIR3155B	NR_039698	100628560		
HGNC:38241	MIR3156-1	NR_036112	100422988		
HGNC:38213	MIR3156-2	NR_036153	100422907		
HGNC:38229	MIR3156-3	NR_036164	100423018		
HGNC:38172	MIR3157	NR_036113	100422892		
HGNC:38196	MIR3158-1	NR_036114	100422900	ENSG00000263436	
HGNC:38279	MIR3158-2	NR_036115	100423033	ENSG00000283558	
HGNC:38181	MIR3159	NR_036116	100423016		
HGNC:38197	MIR3160-1	NR_036117	100422827		
HGNC:38192	MIR3160-2	NR_036118	100422825		
HGNC:38285	MIR3161	NR_036119	100423000		
HGNC:38271	MIR3162	NR_036120	100422880		
HGNC:38209	MIR3163	NR_036121	100423029		
HGNC:38288	MIR3164	NR_036122	100422846		
HGNC:38335	MIR3165	NR_036123	100422953		
HGNC:38386	MIR3166	NR_036124	100423040		
HGNC:38242	MIR3167	NR_036126	100422918		
HGNC:38249	MIR3168	NR_036127	100422878		
HGNC:38380	MIR3169	NR_036128	100422973		
HGNC:38282	MIR3170	NR_036129	100422881		
HGNC:38216	MIR3171	NR_130461	100422830	ENSG00000264657	
HGNC:38177	MIR3172				
HGNC:38174	MIR3173	NR_036131	100422981	ENSG00000264607	
HGNC:38264	MIR3174	NR_036135	100422841		
HGNC:38299	MIR3175	NR_036136	100422995		
HGNC:38345	MIR3176	NR_036137	100423037		
HGNC:38364	MIR3177	NR_036138	100423012		
HGNC:38381	MIR3178	NR_036139	100422974		
HGNC:38353	MIR3179-1	NR_036140	100422960		
HGNC:38325	MIR3179-2	NR_036143	100422886	ENSG00000257381	
HGNC:38214	MIR3179-3	NR_036145	100423006	ENSG00000266454	
HGNC:50838	MIR3179-4	NR_128709	103504729	ENSG00000277014	
HGNC:38382	MIR3180-1	NR_036141	100422870		
HGNC:38343	MIR3180-2	NR_036142	100422956		
HGNC:38239	MIR3180-3	NR_036144	100422836		
HGNC:38920	MIR3180-4	NR_037466	100500852		
HGNC:38969	MIR3180-5	NR_037467	100500916		
HGNC:38378	MIR3181	NR_130462	100422972		
HGNC:38317	MIR3182	NR_036147	100422853		
HGNC:38237	MIR3183	NR_036148	100422835		
HGNC:38182	MIR3184	NR_036149	100423003		
HGNC:38391	MIR3185	NR_036150	100422978		
HGNC:38311	MIR3186	NR_036152	100422944		
HGNC:38319	MIR3187	NR_036154	100422854		
HGNC:38226	MIR3188	NR_036155	100422833		
HGNC:38307	MIR3189	NR_036156	100422943		
HGNC:38190	MIR3190	NR_036158	100422899		
HGNC:38222	MIR3191	NR_036159	100422832		
HGNC:38202	MIR3192	NR_036160	100422875		
HGNC:38204	MIR3193	NR_036161	100422904		
HGNC:38346	MIR3194	NR_036162	100422889		
HGNC:38250	MIR3195	NR_130463	100422838		
HGNC:38198	MIR3196	NR_036163	100423014		
HGNC:38366	MIR3197	NR_036167	100423023		
HGNC:38236	MIR3198-1	NR_036168	100423025		
HGNC:41766	MIR3198-2	NR_039851	100616400		
HGNC:38294	MIR3199-1	NR_036169	100423034		
HGNC:38205	MIR3199-2	NR_036170	100422998		
HGNC:38227	MIR3200	NR_036171	100422912		
HGNC:38235	MIR3201	NR_036172	100422916		
HGNC:38224	MIR3202-1	NR_036174	100422987		
HGNC:38228	MIR3202-2	NR_036175	100422877		
HGNC:41564	MIR3529	NR_039867	100616238		
HGNC:41875	MIR3591	NR_039899	100616357		
HGNC:38922	MIR3605	NR_037400	100500853		
HGNC:38881	MIR3606	NR_037401	100500837		
HGNC:38900	MIR3607				
HGNC:38956	MIR3609	NR_037403	100500819	ENSG00000266019	
HGNC:38942	MIR3610	NR_037404	100500914		
HGNC:38914	MIR3611	NR_037405	100500890		
HGNC:38951	MIR3612	NR_037406	100500817		
HGNC:38964	MIR3613	NR_037407	100500908		
HGNC:38995	MIR3614	NR_037408	100500827		
HGNC:38905	MIR3615	NR_037409	100500847		
HGNC:38943	MIR3616	NR_037410	100500814		
HGNC:38977	MIR3617	NR_037411	100500897		
HGNC:38937	MIR3618	NR_037412	100500860		
HGNC:38998	MIR3619	NR_037413	100500828		
HGNC:38917	MIR3620	NR_037415	100500810		
HGNC:38930	MIR3621	NR_037416	100500811		
HGNC:38934	MIR3622A	NR_037417	100500858		
HGNC:38961	MIR3622B	NR_037418	100500871		
HGNC:38935	MIR3646	NR_037419	100500813		
HGNC:38903	MIR3647				
HGNC:38941	MIR3648-1	NR_037421	100500862		
HGNC:50843	MIR3648-2	NR_128711	103504731		
HGNC:38948	MIR3649	NR_037422	100500816		
HGNC:38981	MIR3650	NR_037423	100500824		
HGNC:38897	MIR3651	NR_037424	100500918		
HGNC:38894	MIR3652	NR_037425	100500842		
HGNC:38971	MIR3653				
HGNC:38896	MIR3654	NR_037427	100500804		
HGNC:38960	MIR3655	NR_037428	100500820		
HGNC:38889	MIR3656				
HGNC:38906	MIR3657	NR_037430	100500889		
HGNC:38963	MIR3658	NR_037431	100500832		
HGNC:38882	MIR3659	NR_037432	100500801		
HGNC:54306	MIR3659HG		105378653	ENSG00000224592	
HGNC:38985	MIR3660	NR_037433	100500825		
HGNC:38892	MIR3661	NR_037434	100500905		
HGNC:38983	MIR3662	NR_037435	100500880		
HGNC:38958	MIR3663	NR_037436	100500893	ENSG00000266782	
HGNC:50676	MIR3663HG	NR_121650	101927704	ENSG00000234474	
HGNC:38899	MIR3664	NR_037437	100500844		
HGNC:38939	MIR3665	NR_037438	100500861		
HGNC:38940	MIR3666	NR_037439	100500896		
HGNC:38990	MIR3667	NR_037440	100500882		
HGNC:28010	MIR3667HG	NR_026997	348645	ENSG00000188511	
HGNC:38982	MIR3668	NR_037441	100500879		
HGNC:38968	MIR3669				
HGNC:38997	MIR3670-1	NR_037442	100500910	ENSG00000263918	
HGNC:43460	MIR3670-2	NR_049832	100846994	ENSG00000264722	
HGNC:50829	MIR3670-3	NR_128712	103504726		
HGNC:50828	MIR3670-4	NR_128713	103504740		
HGNC:38925	MIR3671	NR_037443	100500854		
HGNC:38957	MIR3672	NR_037444	100500869		
HGNC:38908	MIR3673				
HGNC:38915	MIR3674	NR_037445	100500912		
HGNC:38973	MIR3675	NR_037446	100500876		
HGNC:38927	MIR3676				
HGNC:38932	MIR3677	NR_037448	100500812		
HGNC:55382	MIR3677HG	NR_132988	106660606	ENSG00000260778	
HGNC:38891	MIR3678	NR_037449	100500841		
HGNC:38979	MIR3679	NR_037450	100500878		
HGNC:38989	MIR3680-1	NR_037451	100500917		
HGNC:43472	MIR3680-2	NR_049833	100847041		
HGNC:38994	MIR3681	NR_037452	100500884		
HGNC:52001	MIR3681HG	NR_110196	100506457	ENSG00000224184	
HGNC:38916	MIR3682	NR_037453	100500850		
HGNC:38999	MIR3683	NR_037454	100500886		
HGNC:38950	MIR3684	NR_037455	100500867		
HGNC:38886	MIR3685	NR_037456	100500802		
HGNC:38887	MIR3686	NR_037457	100500839		
HGNC:38946	MIR3687-1				
HGNC:50835	MIR3687-2				
HGNC:38986	MIR3688-1	NR_037459	100500881	ENSG00000264105	
HGNC:41735	MIR3688-2	NR_039963	100616303	ENSG00000283379	
HGNC:38904	MIR3689A	NR_037460	100500846		
HGNC:38924	MIR3689B	NR_037469	100500906		
HGNC:41816	MIR3689C	NR_039691	100616333		
HGNC:41621	MIR3689D1	NR_039693	100616131		
HGNC:41846	MIR3689D2	NR_039694	100616344		
HGNC:41887	MIR3689E	NR_039695	100616460		
HGNC:41702	MIR3689F	NR_039696	100616212		
HGNC:38967	MIR3690	NR_037461	100500894		
HGNC:50218	MIR3690-2				
HGNC:38909	MIR3691	NR_037462	100500900		
HGNC:38885	MIR3692	NR_037463	100500899		
HGNC:38926	MIR3713	NR_037464	100500855	ENSG00000266449	
HGNC:38928	MIR3714	NR_037465	100500913		
HGNC:38988	MIR3907	NR_037468	100500835		
HGNC:38991	MIR3908	NR_037470	100500909		
HGNC:38987	MIR3909	NR_037471	100500826		
HGNC:38966	MIR3910-1	NR_037472	100500821		
HGNC:38952	MIR3910-2	NR_037489	100500902		
HGNC:38962	MIR3911	NR_037473	100500872		
HGNC:38923	MIR3912	NR_037474	100500831		
HGNC:38884	MIR3913-1	NR_037475	100500903		
HGNC:38953	MIR3913-2	NR_037476	100500868		
HGNC:38993	MIR3914-1	NR_037477	100500836		
HGNC:38975	MIR3914-2	NR_037479	100500920		
HGNC:38955	MIR3915	NR_037478	100500915		
HGNC:38912	MIR3916	NR_037480	100500849		
HGNC:38911	MIR3917	NR_037481	100500808		
HGNC:38919	MIR3918	NR_037482	100500851		
HGNC:38890	MIR3919	NR_037483	100500803		
HGNC:38974	MIR3920	NR_037485	100500823		
HGNC:38936	MIR3921	NR_037486	100500859		
HGNC:38895	MIR3922	NR_037487	100500843		
HGNC:38978	MIR3923	NR_037488	100500877		
HGNC:38984	MIR3924	NR_037490	100500834		
HGNC:38996	MIR3925	NR_037491	100500885		
HGNC:38959	MIR3926-1	NR_037492	100500870		
HGNC:38883	MIR3926-2	NR_037495	100500838		
HGNC:38901	MIR3927	NR_037493	100500898		
HGNC:38933	MIR3928	NR_037496	100500901		
HGNC:38945	MIR3929	NR_037497	100500864		
HGNC:38965	MIR3934	NR_037498	100500873		
HGNC:38918	MIR3935	NR_037499	100500891		
HGNC:38947	MIR3936	NR_037500	100500865	ENSG00000263597	
HGNC:40538	MIR3936HG	NR_110997	553103	ENSG00000233006	
HGNC:38970	MIR3937	NR_037501	100500822		
HGNC:38972	MIR3938	NR_037502	100500875		
HGNC:38931	MIR3939	NR_037504	100500857		
HGNC:38893	MIR3940	NR_037505	100500888		
HGNC:38949	MIR3941	NR_037506	100500866		
HGNC:38976	MIR3942	NR_037507	100500904		
HGNC:38888	MIR3943	NR_037508	100500829		
HGNC:38898	MIR3944	NR_037509	100500911		
HGNC:38954	MIR3945	NR_037510	100500818		
HGNC:52002	MIR3945HG	NR_037867	731424	ENSG00000251230	
HGNC:41595	MIR3960	NR_039767	100616250		
HGNC:41876	MIR3972	NR_039768	100616188		
HGNC:41756	MIR3973	NR_039769	100616311		
HGNC:41672	MIR3974	NR_039770	100616279		
HGNC:41613	MIR3975	NR_039771	100616257		
HGNC:41578	MIR3976	NR_039772	100616244		
HGNC:51104	MIR3976HG		645355	ENSG00000261738	
HGNC:41721	MIR3977	NR_039773	100616297		
HGNC:41630	MIR3978	NR_039774	100616491		
HGNC:38370	MIR4251	NR_036215	100422968		
HGNC:38384	MIR4252	NR_036218	100422975		
HGNC:38231	MIR4253	NR_036214	100422914		
HGNC:38193	MIR4254	NR_036216	100423028		
HGNC:38187	MIR4255	NR_036217	100422898		
HGNC:38388	MIR4256	NR_036210	100422976		
HGNC:38312	MIR4257	NR_036211	100422997		
HGNC:38281	MIR4258	NR_036212	100423020		
HGNC:38309	MIR4259	NR_130464	100422852		
HGNC:38179	MIR4260	NR_036213	100422894		
HGNC:38272	MIR4261	NR_036222	100422929		
HGNC:38308	MIR4262	NR_036226	100422996		
HGNC:38365	MIR4263	NR_036230	100422965		
HGNC:38338	MIR4264	NR_036231	100422888		
HGNC:38358	MIR4265	NR_036223	100422863		
HGNC:38175	MIR4266	NR_036224	100423027		
HGNC:38286	MIR4267	NR_036225	100422994		
HGNC:38352	MIR4268	NR_036228	100422959		
HGNC:38291	MIR4269	NR_036229	100423043		
HGNC:38377	MIR4270	NR_036232	100422868		
HGNC:38332	MIR4271	NR_036233	100422952		
HGNC:38303	MIR4272	NR_036234	100422941		
HGNC:38339	MIR4273	NR_036235	100422955		
HGNC:38194	MIR4274	NR_036238	100422826		
HGNC:38293	MIR4275	NR_036237	100422937		
HGNC:38232	MIR4276	NR_036236	100423042		
HGNC:38367	MIR4277	NR_036240	100422966		
HGNC:38243	MIR4278	NR_036242	100422999		
HGNC:38195	MIR4279	NR_036241	100422874		
HGNC:38334	MIR4280	NR_036243	100422887	ENSG00000265919	
HGNC:54975	MIR4280HG			ENSG00000233828	
HGNC:38357	MIR4281	NR_036239	100422962		
HGNC:38189	MIR4282	NR_036244	100423005		
HGNC:38238	MIR4283-1	NR_036246	100422917		
HGNC:38296	MIR4283-2	NR_036270	100422848		
HGNC:38322	MIR4284	NR_036247	100422948		
HGNC:38337	MIR4285	NR_036245	100422858		
HGNC:38186	MIR4286	NR_036248	100422982		
HGNC:38208	MIR4287	NR_036249	100422828		
HGNC:38203	MIR4288	NR_036250	100422903		
HGNC:38278	MIR4289	NR_036252	100423015		
HGNC:38360	MIR4290	NR_036253	100422963		
HGNC:27861	MIR4290HG	NR_038882	286370	ENSG00000227555	
HGNC:38267	MIR4291	NR_036254	100422927		
HGNC:38348	MIR4292	NR_036251	100422860		
HGNC:38270	MIR4293	NR_036181	100422843		
HGNC:38180	MIR4294	NR_036182	100422895		
HGNC:38220	MIR4295	NR_036177	100422909		
HGNC:38178	MIR4296	NR_036178	100423041		
HGNC:38393	MIR4297	NR_036179	100422873		
HGNC:38313	MIR4298	NR_036185	100423021		
HGNC:38329	MIR4299	NR_036184	100423026		
HGNC:38184	MIR4300	NR_036186	100422823		
HGNC:52003	MIR4300HG	NR_120571	101928989	ENSG00000245832	
HGNC:38323	MIR4301	NR_036183	100422855		
HGNC:38185	MIR4302	NR_036188	100422897		
HGNC:38256	MIR4303	NR_036189	100422924		
HGNC:38276	MIR4304	NR_036187	100422931		
HGNC:38301	MIR4305	NR_036190	100422940		
HGNC:38350	MIR4306	NR_036191	100422861		
HGNC:38257	MIR4307	NR_036193	100423019		
HGNC:52004	MIR4307HG	NR_110041	101927081	ENSG00000257612	
HGNC:38206	MIR4308	NR_036194	100422984		
HGNC:38336	MIR4309	NR_036192	100422954		
HGNC:38383	MIR4310	NR_036195	100423013		
HGNC:38207	MIR4311	NR_036196	100422905		
HGNC:38376	MIR4312	NR_036197	100422971		
HGNC:38310	MIR4313	NR_036198	100423035		
HGNC:38191	MIR4314	NR_036201	100422983		
HGNC:38342	MIR4315-1	NR_036199	100423004		
HGNC:38356	MIR4315-2	NR_036271	100422961		
HGNC:38306	MIR4316	NR_036200	100422851		
HGNC:38260	MIR4317	NR_036205	100422840		
HGNC:38333	MIR4318	NR_036202	100422857		
HGNC:38212	MIR4319	NR_036203	100422829		
HGNC:38369	MIR4320	NR_036204	100422865		
HGNC:38244	MIR4321	NR_036207	100423031		
HGNC:38261	MIR4322	NR_036206	100422925	ENSG00000264266	
HGNC:38394	MIR4323	NR_036208	100422980		
HGNC:38392	MIR4324	NR_036209	100422979		
HGNC:38304	MIR4325	NR_036219	100422883		
HGNC:38314	MIR4326	NR_036220	100422945		
HGNC:38355	MIR4327	NR_036221	100422891		
HGNC:38280	MIR4328	NR_036258	100422932		
HGNC:38290	MIR4329	NR_036255	100423009		
HGNC:38273	MIR4330	NR_036256	100422930		
HGNC:41535	MIR4417				
HGNC:41789	MIR4418	NR_039613	100616433		
HGNC:41828	MIR4419A				
HGNC:41724	MIR4419B				
HGNC:41772	MIR4420	NR_039616	100616164		
HGNC:41879	MIR4421	NR_039617	100616189		
HGNC:41654	MIR4422	NR_039618	100616272		
HGNC:53113	MIR4422HG			ENSG00000231090	
HGNC:41784	MIR4423	NR_039619	100616481		
HGNC:41805	MIR4424	NR_039622	100616328		
HGNC:41891	MIR4425	NR_039623	100616365		
HGNC:41848	MIR4426	NR_039624	100616345		
HGNC:41678	MIR4427	NR_039625	100616390		
HGNC:41667	MIR4428	NR_039626	100616141		
HGNC:41579	MIR4429	NR_039627	100616469		
HGNC:41646	MIR4430	NR_039628	100616136		
HGNC:41738	MIR4431	NR_039630	100616431		
HGNC:41649	MIR4432	NR_039631	100616473		
HGNC:52005	MIR4432HG	NR_132991	106660609	ENSG00000223929	
HGNC:41634	MIR4433A	NR_039632	100616265		
HGNC:50258	MIR4433B	NR_106995	102465833		
HGNC:41832	MIR4434	NR_039633	100616419		
HGNC:41713	MIR4435-1	NR_039634	100616499	ENSG00000265507	
HGNC:41837	MIR4435-2	NR_039636	100616341	ENSG00000266139	
