HGNC ID	Approved symbol	RefSeq IDs	NCBI Gene ID	Ensembl gene ID	UniProt ID(supplied by UniProt)
HGNC:193	ADAM15	NM_003815	8751	ENSG00000143537	Q13444
HGNC:195	ADAM17		6868	ENSG00000151694	P78536
HGNC:196	ADAM18	NM_014237	8749	ENSG00000168619	Q9Y3Q7
HGNC:197	ADAM19	NM_033274	8728	ENSG00000135074	Q9H013
HGNC:199	ADAM20		8748	ENSG00000134007	O43506
HGNC:20102	ADAM20P1	NR_037933	317760	ENSG00000259158	
HGNC:43901	ADAM20P2		100533671	ENSG00000248574	
HGNC:43902	ADAM20P3		644325	ENSG00000249162	
HGNC:200	ADAM21		8747	ENSG00000139985	Q9UKJ8
HGNC:19822	ADAM21P1	NG_002467	145241	ENSG00000235812	
HGNC:201	ADAM22	NM_021723	53616	ENSG00000008277	Q9P0K1
HGNC:202	ADAM23	NM_003812	8745	ENSG00000114948	O75077
HGNC:203	ADAM24P		646479	ENSG00000214607	
HGNC:206	ADAM28	NM_021778	10863	ENSG00000042980	Q9UKQ2
HGNC:207	ADAM29		11086	ENSG00000168594	Q9UKF5
HGNC:208	ADAM30	NM_021794	11085	ENSG00000134249	Q9UKF2
HGNC:15479	ADAM32	NM_145004	203102	ENSG00000197140	Q8TC27
HGNC:15478	ADAM33	NM_025220	80332	ENSG00000149451	Q9BZ11
HGNC:16299	ADAMDEC1	NM_014479	27299	ENSG00000134028	O15204
HGNC:217	ADAMTS1		9510	ENSG00000154734	Q9UHI8
HGNC:218	ADAMTS2	NM_014244	9509	ENSG00000087116	O95450
HGNC:219	ADAMTS3		9508	ENSG00000156140	O15072
HGNC:220	ADAMTS4	NM_005099	9507	ENSG00000158859	O75173
HGNC:221	ADAMTS5		11096	ENSG00000154736	Q9UNA0
HGNC:222	ADAMTS6	NM_197941	11174	ENSG00000049192	Q9UKP5
HGNC:223	ADAMTS7	NM_014272	11173	ENSG00000136378	Q9UKP4
HGNC:49407	ADAMTS7P1		390660	ENSG00000274376	
HGNC:49408	ADAMTS7P2				
HGNC:49409	ADAMTS7P3		400406	ENSG00000261143	
HGNC:49410	ADAMTS7P4		642935	ENSG00000218052	
HGNC:224	ADAMTS8	NM_007037	11095	ENSG00000134917	Q9UP79
HGNC:13202	ADAMTS9		56999	ENSG00000163638	Q9P2N4
HGNC:40625	ADAMTS9-AS1	NR_110150	101929335	ENSG00000241158	
HGNC:42435	ADAMTS9-AS2	NR_038264	100507098	ENSG00000241684	
HGNC:13201	ADAMTS10	NM_030957	81794	ENSG00000142303	Q9H324
HGNC:14605	ADAMTS12	NM_030955	81792	ENSG00000151388	P58397
HGNC:1366	ADAMTS13	NM_139025	11093	ENSG00000160323	Q76LX8
HGNC:14899	ADAMTS14	NM_080722	140766	ENSG00000138316	Q8WXS8
HGNC:16305	ADAMTS15	NM_139055	170689	ENSG00000166106	Q8TE58
HGNC:17108	ADAMTS16	NM_139056	170690	ENSG00000145536	Q8TE57
HGNC:55548	ADAMTS16-DT	NR_109915	101929176	ENSG00000250579	
HGNC:17109	ADAMTS17	NM_139057	170691	ENSG00000140470	Q8TE56
HGNC:17110	ADAMTS18		170692	ENSG00000140873	Q8TE60
HGNC:17111	ADAMTS19	NM_133638	171019	ENSG00000145808	Q8TE59
HGNC:40797	ADAMTS19-AS1	NR_125748	103689846	ENSG00000249421	
HGNC:17178	ADAMTS20	NM_025003	80070	ENSG00000173157	P59510
HGNC:16662	ADAMTS21				
HGNC:14632	ADAMTSL1		92949	ENSG00000178031	Q8N6G6
HGNC:14631	ADAMTSL2	NM_014694	9719	ENSG00000197859	Q86TH1
HGNC:14633	ADAMTSL3	NM_207517	57188	ENSG00000156218	P82987
HGNC:19706	ADAMTSL4	NM_019032	54507	ENSG00000143382	Q6UY14
HGNC:32041	ADAMTSL4-AS1			ENSG00000203804	Q5T5F5
HGNC:40895	ADAMTSL4-AS2		100289061	ENSG00000237781	
HGNC:27912	ADAMTSL5	NM_213604	339366	ENSG00000185761	Q6ZMM2
HGNC:16486	ADAP1	NM_006869	11033	ENSG00000105963	O75689
HGNC:16487	ADAP2	NM_018404	55803	ENSG00000184060	Q9NPF8
HGNC:225	ADAR	NM_001111	103	ENSG00000160710	P55265
HGNC:226	ADARB1	NM_015833	104	ENSG00000197381	P78563
HGNC:227	ADARB2	NM_018702	105	ENSG00000185736	Q9NS39
HGNC:23299	ADARB2-AS1	NR_033387	642394	ENSG00000205696	A8MUL3
HGNC:228	ADAT1	NM_012091	23536	ENSG00000065457	Q9BUB4
HGNC:21172	ADAT2	NM_001286259	134637	ENSG00000189007	Q7Z6V5
HGNC:25151	ADAT3	NM_138422	113179	ENSG00000213638	Q96EY9
HGNC:19038	ADCK1	NM_020421	57143	ENSG00000063761	Q86TW2
HGNC:19039	ADCK2	NM_052853	90956	ENSG00000133597	Q7Z695
HGNC:21738	ADCK5	NM_174922	203054	ENSG00000173137	Q3MIX3
HGNC:229	ADCP1		106		
HGNC:230	ADCP2				
HGNC:231	ADCR				
HGNC:232	ADCY1	NM_021116	107	ENSG00000164742	Q08828
HGNC:233	ADCY2	NM_020546	108	ENSG00000078295	Q08462
HGNC:234	ADCY3		109	ENSG00000138031	O60266
HGNC:235	ADCY4		196883	ENSG00000129467	Q8NFM4
HGNC:236	ADCY5	NM_183357	111	ENSG00000173175	O95622
HGNC:237	ADCY6	NM_020983	112	ENSG00000174233	O43306
HGNC:53332	ADCY6-DT		100506125	ENSG00000257660	
HGNC:238	ADCY7		113	ENSG00000121281	P51828
HGNC:239	ADCY8		114	ENSG00000155897	P40145
HGNC:240	ADCY9		115	ENSG00000162104	O60503
HGNC:21285	ADCY10	NM_018417	55811	ENSG00000143199	Q96PN6
HGNC:44143	ADCY10P1	NR_026938	221442	ENSG00000161912	
HGNC:241	ADCYAP1	NM_001117	116	ENSG00000141433	P18509
HGNC:242	ADCYAP1R1	NM_001118	117	ENSG00000078549	P41586
HGNC:243	ADD1	NM_014189	118	ENSG00000087274	P35611
HGNC:244	ADD2	NM_001617	119	ENSG00000075340	P35612
HGNC:245	ADD3	NM_019903	120	ENSG00000148700	Q9UEY8
HGNC:48682	ADD3-AS1	NR_038943	100505933	ENSG00000203876	
HGNC:246	ADDL				
HGNC:247	ADFN				
HGNC:21212	ADGB	NM_024694	79747	ENSG00000118492	Q8N7X0
HGNC:55654	ADGB-DT	NR_125860	101928661	ENSG00000237468	
HGNC:13838	ADGRA1		84435	ENSG00000197177	Q86SQ6
HGNC:49543	ADGRA1-AS1			ENSG00000256925	
HGNC:17849	ADGRA2		25960	ENSG00000020181	Q96PE1
HGNC:13839	ADGRA3		166647	ENSG00000152990	Q8IWK6
HGNC:943	ADGRB1	NM_001702	575	ENSG00000181790	O14514
HGNC:944	ADGRB2	NM_001703	576	ENSG00000121753	O60241
HGNC:945	ADGRB3		577	ENSG00000135298	O60242
HGNC:55774	ADGRB3-DT		101928307	ENSG00000230910	
HGNC:19893	ADGRD1	NM_198827	283383	ENSG00000111452	Q6QNK2
HGNC:53314	ADGRD1-AS1	NR_131950	105755954	ENSG00000256151	
HGNC:18651	ADGRD2	NM_182611	347088	ENSG00000180264	Q7Z7M1
HGNC:3336	ADGRE1		2015	ENSG00000174837	Q14246
HGNC:3337	ADGRE2		30817	ENSG00000127507	Q9UHX3
HGNC:23647	ADGRE3	NM_032571	84658	ENSG00000131355	Q9BY15
HGNC:19240	ADGRE4P	NR_024075	326342	ENSG00000268758	Q86SQ3
HGNC:1711	ADGRE5	NM_078481	976	ENSG00000123146	P48960
HGNC:18990	ADGRF1	NM_153840	266977	ENSG00000153292	Q5T601
HGNC:18991	ADGRF2	NM_153839	222611	ENSG00000164393	Q8IZF7
HGNC:18989	ADGRF3	NM_153835	165082	ENSG00000173567	Q8IZF5
HGNC:19011	ADGRF4	NM_153838	221393	ENSG00000153294	Q8IZF3
HGNC:19030	ADGRF5	NM_015234	221395	ENSG00000069122	Q8IZF2
HGNC:40864	ADGRF5-AS1	NR_110658	101926962	ENSG00000225730	
HGNC:32922	ADGRF5P1		389740	ENSG00000227582	
HGNC:32921	ADGRF5P2		441416	ENSG00000204818	
HGNC:4512	ADGRG1		9289	ENSG00000205336	Q9Y653
HGNC:4516	ADGRG2		10149	ENSG00000173698	Q8IZP9
HGNC:13728	ADGRG3	NM_170776	222487	ENSG00000182885	Q86Y34
HGNC:18992	ADGRG4		139378	ENSG00000156920	Q8IZF6
HGNC:19010	ADGRG5	NM_153837	221188	ENSG00000159618	Q8IZF4
HGNC:13841	ADGRG6		57211	ENSG00000112414	Q86SQ4
HGNC:19241	ADGRG7		84873	ENSG00000144820	Q96K78
HGNC:20973	ADGRL1	NM_014921	22859	ENSG00000072071	O94910
HGNC:55309	ADGRL1-AS1	NR_045214	100507373	ENSG00000267169	
HGNC:18582	ADGRL2	NM_012302	23266	ENSG00000117114	O95490
HGNC:20974	ADGRL3		23284	ENSG00000150471	Q9HAR2
HGNC:50604	ADGRL3-AS1		101927186	ENSG00000248692	
HGNC:20822	ADGRL4	NM_022159	64123	ENSG00000162618	Q9HBW9
HGNC:17416	ADGRV1	NM_032119	84059	ENSG00000164199	Q8WXG9
HGNC:249	ADH1A	NM_000667	124	ENSG00000187758	P07327
HGNC:250	ADH1B	NM_000668	125	ENSG00000196616	P00325
HGNC:251	ADH1C	NM_000669	126	ENSG00000248144	P00326
HGNC:252	ADH4	NM_000670	127	ENSG00000198099	P08319
HGNC:253	ADH5	NM_000671	128	ENSG00000197894	P11766
HGNC:254	ADH5P1				
HGNC:22976	ADH5P2		343296	ENSG00000232676	
HGNC:22991	ADH5P3		100131810	ENSG00000223694	
HGNC:21377	ADH5P4	XM_208352	642443	ENSG00000233859	
HGNC:54523	ADH5P5			ENSG00000234865	
HGNC:255	ADH6	NM_000672	130	ENSG00000172955	P28332
HGNC:256	ADH7	NM_000673	131	ENSG00000196344	P40394
HGNC:16354	ADHFE1	NM_144650	137872	ENSG00000147576	Q8IWW8
HGNC:30576	ADI1	NM_018269	55256	ENSG00000182551	Q9BV57
HGNC:52339	ADI1P1		100130936	ENSG00000235102	
HGNC:52340	ADI1P2		100288971	ENSG00000250684	
HGNC:52341	ADI1P3		100288129	ENSG00000258369	
HGNC:28606	ADIG	NM_001018082	149685	ENSG00000182035	Q0VDE8
HGNC:13633	ADIPOQ	NM_004797	9370	ENSG00000181092	Q15848
HGNC:40648	ADIPOQ-AS1	NR_046662	100874095	ENSG00000226482	
HGNC:24040	ADIPOR1	NM_015999	51094	ENSG00000159346	Q96A54
HGNC:44910	ADIPOR1P1	NG_022165	645220	ENSG00000232497	
HGNC:44911	ADIPOR1P2	NG_022863	390503	ENSG00000258805	
HGNC:24041	ADIPOR2	NM_024551	79602	ENSG00000006831	Q86V24
HGNC:16477	ADIR				
HGNC:24043	ADIRF	NM_006829	10974	ENSG00000148671	Q15847
HGNC:45127	ADIRF-AS1		100133190	ENSG00000272734	
HGNC:257	ADK	NM_006721	132	ENSG00000156110	P55263
HGNC:258	ADL				
HGNC:259	ADM	NM_001124	133	ENSG00000148926	P35318
HGNC:55516	ADM-DT		105376544	ENSG00000254554	
HGNC:28898	ADM2	NM_024866	79924	ENSG00000128165	Q7Z4H4
HGNC:27293	ADM5	NM_001101340	199800	ENSG00000224420	C9JUS6
HGNC:260	ADMLX				
HGNC:261	ADMLY				
HGNC:15766	ADNP	NM_181442	23394	ENSG00000101126	Q9H2P0
HGNC:51227	ADNP-AS1	NR_110009	101927631	ENSG00000259456	
HGNC:23803	ADNP2	NM_014913	22850	ENSG00000101544	Q6IQ32
HGNC:23506	ADO	NM_032804	84890	ENSG00000181915	Q96SZ5
HGNC:262	ADORA1	NM_000674	134	ENSG00000163485	P30542
HGNC:263	ADORA2A	NM_000675	135	ENSG00000128271	P29274
HGNC:37122	ADORA2A-AS1	NR_028483	646023	ENSG00000178803	P86434
HGNC:264	ADORA2B		136	ENSG00000170425	P29275
HGNC:265	ADORA2BP1	NG_000843	137	ENSG00000236136	
HGNC:266	ADORA2L1				
HGNC:267	ADORA2L2				
HGNC:268	ADORA3	NM_000677, NM_020683	140	ENSG00000282608	P0DMS8
HGNC:25250	ADPGK	NM_031284	83440	ENSG00000159322	Q9BRR6
HGNC:44144	ADPGK-AS1	NR_040107	100287559	ENSG00000260898	
HGNC:269	ADPRH	NM_001125	141	ENSG00000144843	P54922
HGNC:21303	ADPRHL1	NM_138430	113622	ENSG00000153531	Q8NDY3
HGNC:30925	ADPRM	NM_020233	56985	ENSG00000170222	Q3LIE5
HGNC:21304	ADPRS	NM_017825	54936	ENSG00000116863	Q9NX46
HGNC:277	ADRA1A	NM_033303	148	ENSG00000120907	P35348
HGNC:278	ADRA1B		147	ENSG00000170214	P35368
HGNC:279	ADRA1C				
HGNC:280	ADRA1D	NM_000678	146	ENSG00000171873	P25100
HGNC:281	ADRA2A	NM_000681	150	ENSG00000150594	P08913
HGNC:282	ADRA2B		151	ENSG00000274286	P18089
HGNC:283	ADRA2C	NM_000683	152	ENSG00000184160	P18825
HGNC:284	ADRA2L1				
HGNC:285	ADRB1		153	ENSG00000043591	P08588
HGNC:286	ADRB2	NM_000024	154	ENSG00000169252	P07550
HGNC:287	ADRB2RL1				
HGNC:288	ADRB3	NM_000025	155	ENSG00000188778	P13945
HGNC:15759	ADRM1		11047	ENSG00000130706	Q16186
HGNC:291	ADSL	NM_000026	158	ENSG00000239900	P30566
HGNC:20093	ADSS1		122622	ENSG00000185100	Q8N142
HGNC:292	ADSS2	NM_001126	159	ENSG00000035687	P30520
HGNC:293	ADT				
HGNC:294	ADTAA				
HGNC:295	ADTAB				
HGNC:296	ADTB1				
HGNC:299	ADTB2				
HGNC:300	ADTG				
HGNC:21214	ADTRP	NM_032744	84830	ENSG00000111863	Q96IZ2
HGNC:301	AE1				
HGNC:302	AE2				
HGNC:303	AEBP1	NM_001129	165	ENSG00000106624	Q8IUX7
HGNC:24051	AEBP2	NM_153207	121536	ENSG00000139154	Q6ZN18
HGNC:305	AEMK				
HGNC:25722	AEN	NM_022767	64782	ENSG00000181026	Q8WTP8
HGNC:306	AEPLC				
HGNC:308	AEZ				
HGNC:309	AF8T				
HGNC:310	AFA				
HGNC:24017	AFAP1	NM_021638	60312	ENSG00000196526	Q8N556
HGNC:28141	AFAP1-AS1	NR_026892	84740	ENSG00000272620	
HGNC:26714	AFAP1L1	NM_152406	134265	ENSG00000157510	Q8TED9
HGNC:25901	AFAP1L2	NM_032550	84632	ENSG00000169129	Q8N4X5
HGNC:311	AFCP				
HGNC:312	AFD1				
HGNC:7137	AFDN	NM_005936	4301	ENSG00000130396	P55196
HGNC:21236	AFDN-DT	NR_027906	653483	ENSG00000198221	Q9Y6Z5
HGNC:7135	AFF1	NM_005935	4299	ENSG00000172493	P51825
HGNC:53447	AFF1-AS1	NR_038841	100506746		
HGNC:3776	AFF2	NM_002025	2334	ENSG00000155966	P51816
HGNC:41334	AFF2-IT1			ENSG00000223516	
HGNC:6473	AFF3	NM_002285	3899	ENSG00000144218	P51826
HGNC:17869	AFF4	NM_014423	27125	ENSG00000072364	Q9UHB7
HGNC:55235	AFF4-DT			ENSG00000272023	
HGNC:16411	AFG1L	NM_145315	246269	ENSG00000135537	Q8WV93
HGNC:313	AFG3				
HGNC:314	AFG3L1P	NR_003226	172	ENSG00000223959	
HGNC:315	AFG3L2	NM_006796	10939	ENSG00000141385	Q9Y4W6
HGNC:24169	AFG3L2P1		347028	ENSG00000253606	
HGNC:316	AFM		173	ENSG00000079557	P43652
HGNC:20910	AFMID	NM_001145526	125061	ENSG00000183077	Q63HM1
HGNC:317	AFP		174	ENSG00000081051	P02771
HGNC:25951	AFTPH	NM_017657	54812	ENSG00000119844	Q6ULP2
HGNC:52788	AFTPH-DT	NR_136167	101927402	ENSG00000260101	
HGNC:318	AGA	NM_000027	175	ENSG00000038002	P20933
HGNC:27730	AGA-DT		285500	ENSG00000250131	
HGNC:16922	AGAP1	NM_014914	116987	ENSG00000157985	Q9UPQ3
HGNC:41427	AGAP1-IT1		100506749	ENSG00000235529	
HGNC:16921	AGAP2	NM_014770	116986	ENSG00000135439	Q99490
HGNC:48633	AGAP2-AS1	NR_027032	100130776	ENSG00000255737	
HGNC:16923	AGAP3	NM_031946	116988	ENSG00000133612	Q96P47
HGNC:23459	AGAP4	NM_133446	119016	ENSG00000188234	Q96P64
HGNC:23467	AGAP5	NM_001144000	729092	ENSG00000172650	A6NIR3
HGNC:23466	AGAP6	NM_001077665	414189	ENSG00000204149	Q5VW22
HGNC:23465	AGAP7P	NM_001077685	653268	ENSG00000264204	Q5VUJ5
HGNC:23464	AGAP8				
HGNC:23463	AGAP9	NM_001190810	642517	ENSG00000204172	Q5VTM2
HGNC:23462	AGAP10				
HGNC:23659	AGAP10P	NG_005805	653234	ENSG00000230869	
HGNC:29421	AGAP11	NM_133447	119385	ENSG00000261011	Q8TF27
HGNC:23661	AGAP12P		414224	ENSG00000265018	
HGNC:23499	AGAP13P		728005	ENSG00000243289	
HGNC:23660	AGAP14P	NG_005806	653259	ENSG00000279058	
HGNC:26504	AGBL1	NM_152336	123624	ENSG00000273540	Q96MI9
HGNC:48617	AGBL1-AS1		727915	ENSG00000260125	
HGNC:26296	AGBL2	NM_024783	79841	ENSG00000165923	Q5U5Z8
HGNC:27981	AGBL3	NM_178563	340351	ENSG00000146856	Q8NEM8
HGNC:25892	AGBL4	NM_032785	84871	ENSG00000186094	Q5VU57
HGNC:41123	AGBL4-AS1	NR_125988	101929721	ENSG00000230114	
HGNC:41482	AGBL4-IT1			ENSG00000225623	
HGNC:26147	AGBL5	NM_021831	60509	ENSG00000084693	Q8NDL9
HGNC:41133	AGBL5-AS1		100874031	ENSG00000231636	
HGNC:41484	AGBL5-IT1			ENSG00000229122	
HGNC:320	AGER	NM_001136	177	ENSG00000204305	Q15109
HGNC:5175	AGFG1	NM_004504	3267	ENSG00000173744	P52594
HGNC:5177	AGFG2	NM_006076	3268	ENSG00000106351	O95081
HGNC:24684	AGGF1	NM_018046	55109	ENSG00000164252	Q8N302
HGNC:38051	AGGF1P1		100132380	ENSG00000214273	
HGNC:38052	AGGF1P2	NG_005569	644435	ENSG00000233435	
HGNC:38053	AGGF1P3		391552	ENSG00000241532	
HGNC:38054	AGGF1P4		100129351	ENSG00000261689	
HGNC:51741	AGGF1P5		100128103	ENSG00000260680	
HGNC:51744	AGGF1P6			ENSG00000259836	
HGNC:51740	AGGF1P7		100132606	ENSG00000260994	
HGNC:51745	AGGF1P8		100128804	ENSG00000261752	
HGNC:51746	AGGF1P9		100127958	ENSG00000260427	
HGNC:51747	AGGF1P10		100288774	ENSG00000282968	
HGNC:21869	AGK	NM_018238	55750	ENSG00000006530	Q53H12
HGNC:55356	AGK-DT		105375538	ENSG00000261570	
HGNC:37661	AGKP1	NG_002810	359793	ENSG00000226555	
HGNC:55132	AGKP2	NG_022637	392543	ENSG00000228819	
HGNC:321	AGL	NM_000028	178	ENSG00000162688	P35573
HGNC:18407	AGMAT	NM_024758	79814	ENSG00000116771	Q9BSE5
HGNC:33784	AGMO	NM_001004320	392636	ENSG00000187546	Q6ZNB7
HGNC:322	AGMX1				
HGNC:323	AGMX2				
HGNC:3262	AGO1		26523	ENSG00000092847	Q9UL18
HGNC:3263	AGO2	NM_012154	27161	ENSG00000123908	Q9UKV8
HGNC:18421	AGO3	NM_024852	192669	ENSG00000126070	Q9H9G7
HGNC:18424	AGO4	NM_017629	192670	ENSG00000134698	Q9HCK5
HGNC:324	AGPAT1	NM_006411	10554	ENSG00000204310	Q99943
HGNC:325	AGPAT2	NM_006412	10555	ENSG00000169692	O15120
HGNC:326	AGPAT3	NM_020132	56894	ENSG00000160216	Q9NRZ7
HGNC:20885	AGPAT4	NM_020133	56895	ENSG00000026652	Q9NRZ5
HGNC:20988	AGPAT4-IT1	NR_024277	79992	ENSG00000279355	Q9H0P7
HGNC:20886	AGPAT5	NM_018361	55326	ENSG00000155189	Q9NUQ2
HGNC:37709	AGPAT5P1		646231	ENSG00000234652	
HGNC:327	AGPS		8540	ENSG00000018510	O00116
HGNC:328	AGR2	NM_006408	10551	ENSG00000106541	O95994
HGNC:24167	AGR3	NM_176813	155465	ENSG00000173467	Q8TD06
HGNC:329	AGRN	NM_198576	375790	ENSG00000188157	O00468
HGNC:330	AGRP		181	ENSG00000159723	O00253
HGNC:331	AGS				
HGNC:332	AGS1				
HGNC:31917	AGS2				
HGNC:333	AGT	NM_000029	183	ENSG00000135744	P01019
HGNC:334	AGTBP				
HGNC:335	AGTIL				
HGNC:17258	AGTPBP1	NM_015239	23287	ENSG00000135049	Q9UPW5
HGNC:336	AGTR1		185	ENSG00000144891	P30556
HGNC:337	AGTR1B				
HGNC:338	AGTR2	NM_000686	186	ENSG00000180772	P50052
HGNC:13539	AGTRAP	NM_020350	57085	ENSG00000177674	Q6RW13
HGNC:340	AGTRL2				
HGNC:341	AGXT	NM_000030	189	ENSG00000172482	P21549
HGNC:14412	AGXT2	NM_031900	64902	ENSG00000113492	Q9BYV1
HGNC:342	AHC				
HGNC:24618	AHCTF1	NM_015446	25909	ENSG00000153207	Q8WYP5
HGNC:24620	AHCTF1P1	NG_002622	285116	ENSG00000226121	
HGNC:343	AHCY	NM_000687	191	ENSG00000101444	P23526
HGNC:344	AHCYL1		10768	ENSG00000168710	O43865
HGNC:22204	AHCYL2		23382	ENSG00000158467	Q96HN2
HGNC:44993	AHCYP1	NG_022175	340844		
HGNC:44994	AHCYP2	NG_021677	392387	ENSG00000238181	
HGNC:44995	AHCYP3	NG_021515	402093	ENSG00000233955	
HGNC:44996	AHCYP4	NG_021526	129560	ENSG00000232992	
HGNC:44997	AHCYP5	NG_021544	391470	ENSG00000213107	
HGNC:44998	AHCYP6	NG_024541	100419714		
HGNC:44999	AHCYP7	NG_022129	645486	ENSG00000259465	
HGNC:45000	AHCYP8			ENSG00000242529	
HGNC:25230	AHDC1		27245	ENSG00000126705	Q5TGY3
HGNC:345	AHDS				
HGNC:21575	AHI1	NM_017651	54806	ENSG00000135541	Q8N157
HGNC:32526	AHI1-DT	NR_026805	100131814	ENSG00000231028	P0C7V0
HGNC:347	AHNAK	NM_024060	79026	ENSG00000124942	Q09666
HGNC:20125	AHNAK2	NM_138420	113146	ENSG00000185567	Q8IVF2
HGNC:348	AHR	NM_001621	196	ENSG00000106546	P35869
HGNC:346	AHRR	NM_020731	57491	ENSG00000063438	A9YTQ3
HGNC:1189	AHSA1	NM_012111	10598	ENSG00000100591	O95433
HGNC:20437	AHSA2P		130872	ENSG00000173209	Q719I0
HGNC:349	AHSG	NM_001622	197	ENSG00000145192	P02765
HGNC:18075	AHSP	NM_016633	51327	ENSG00000169877	Q9NZD4
HGNC:350	AIC				
HGNC:13203	AICDA	NM_020661	57379	ENSG00000111732	Q9GZX7
HGNC:25761	AIDA	NM_022831	64853	ENSG00000186063	Q96BJ3
HGNC:54663	AIDAP1	NG_021555	646050	ENSG00000230154	
HGNC:54664	AIDAP2	NG_030225	646890	ENSG00000251429	
HGNC:54665	AIDAP3	NG_030062	100128360	ENSG00000264189	
HGNC:351	AIED				
HGNC:352	AIF1		199	ENSG00000204472	P55008
HGNC:28904	AIF1L	NM_031426	83543	ENSG00000126878	Q9BQI0
HGNC:8768	AIFM1		9131	ENSG00000156709	O95831
HGNC:44884	AIFM1P1	NG_021350	645120	ENSG00000225509	
HGNC:21411	AIFM2	NM_032797	84883	ENSG00000042286	Q9BRQ8
HGNC:26398	AIFM3	NM_144704	150209	ENSG00000183773	Q96NN9
HGNC:21607	AIG1	NM_016108	51390	ENSG00000146416	Q9NVV5
HGNC:43926	AIG1P1			ENSG00000249089	
HGNC:353	AIH1				
HGNC:354	AIH2				
HGNC:355	AIH3				
HGNC:357	AIM2	NM_004833	9447	ENSG00000163568	O14862
HGNC:10648	AIMP1	NM_004757	9255	ENSG00000164022	Q12904
HGNC:16543	AIMP1P1		170547	ENSG00000234187	
HGNC:43693	AIMP1P2	NG_032149	100873064	ENSG00000227177	
HGNC:20609	AIMP2	NM_006303	7965	ENSG00000106305	Q13155
HGNC:358	AIP		9049	ENSG00000110711	O00170
HGNC:359	AIPL1	NM_014336	23746	ENSG00000129221	Q9NZN9
HGNC:360	AIRE		326	ENSG00000160224	O43918
HGNC:34515	AIRN	NR_047511	100271873	ENSG00000268257	
HGNC:16304	AIS1				
HGNC:23054	AIS2				
HGNC:23083	AIS3				
HGNC:30801	AJAP1	NM_018836	55966	ENSG00000196581	Q9UKB5
HGNC:37284	AJM1	NM_001080482	389813	ENSG00000232434	C9J069
HGNC:20250	AJUBA		84962	ENSG00000129474	Q96IF1
HGNC:55449	AJUBA-DT		107984660	ENSG00000258457	
HGNC:361	AK1		203	ENSG00000106992	P00568
HGNC:362	AK2	NM_001625	204	ENSG00000004455	P54819
HGNC:24037	AK2P1	NG_002393	266920		
HGNC:33542	AK2P2	NG_009660	339736	ENSG00000242272	
HGNC:17376	AK3	NM_016282	50808	ENSG00000147853	Q9UIJ7
HGNC:31099	AK3P2		100419074	ENSG00000250115	
HGNC:39062	AK3P3	NG_026542	100419075	ENSG00000230042	
HGNC:39063	AK3P4		100129959	ENSG00000248722	
HGNC:39064	AK3P5		100288319	ENSG00000228816	
HGNC:39065	AK3P6	NG_032224	100873789		
HGNC:363	AK4	NM_013410	205	ENSG00000162433	P27144
HGNC:364	AK4P1	NG_001070	206	ENSG00000263535	
HGNC:39066	AK4P2		100132104	ENSG00000249410	
HGNC:21596	AK4P3	NG_007564	645619	ENSG00000233381	
HGNC:39067	AK4P4	NG_021605	100128705	ENSG00000223621	
HGNC:39068	AK4P5	NG_027847	100526416	ENSG00000217377	
HGNC:39069	AK4P6	NG_022085	649288	ENSG00000235606	
HGNC:365	AK5	NM_174858	26289	ENSG00000154027	Q9Y6K8
HGNC:49151	AK6	NM_016283	102157402	ENSG00000085231	Q9Y3D8
HGNC:366	AK6				
HGNC:51678	AK6P1		100132086	ENSG00000256614	
HGNC:51679	AK6P2		100128817	ENSG00000257173	
HGNC:20091	AK7		122481	ENSG00000140057	Q96M32
HGNC:26526	AK8	NM_152572	158067	ENSG00000165695	Q96MA6
HGNC:33814	AK9	NM_001145128	221264	ENSG00000155085	Q5TCS8
HGNC:28285	AKAIN1	NM_001145194	642597	ENSG00000231824	P0CW23
HGNC:367	AKAP1		8165	ENSG00000121057	Q92667
HGNC:55339	AKAP1-DT			ENSG00000263004	
HGNC:372	AKAP2				Q9Y2D5
HGNC:373	AKAP3	NM_006422	10566	ENSG00000111254	O75969
HGNC:374	AKAP4	NM_003886	8852	ENSG00000147081	Q5JQC9
HGNC:375	AKAP5		9495	ENSG00000179841	P24588
HGNC:376	AKAP6	NM_004274	9472	ENSG00000151320	Q13023
HGNC:377	AKAP7	NM_004842	9465	ENSG00000118507	O43687, Q9P0M2
HGNC:378	AKAP8	NM_005858	10270	ENSG00000105127	O43823
HGNC:29857	AKAP8L	NM_014371	26993	ENSG00000011243	Q9ULX6
HGNC:49758	AKAP8P1	NG_021607	646114	ENSG00000234146	
HGNC:379	AKAP9	NM_005751	10142	ENSG00000127914	Q99996
HGNC:368	AKAP10	NM_007202	11216	ENSG00000108599	O43572
HGNC:369	AKAP11	NM_016248	11215	ENSG00000023516	Q9UKA4
HGNC:39939	AKAP11-IT1				
HGNC:370	AKAP12		9590	ENSG00000131016	Q02952
HGNC:371	AKAP13	NM_007200	11214	ENSG00000170776	Q12802
HGNC:24061	AKAP14	NM_178813	158798	ENSG00000186471	Q86UN6
HGNC:18783	AKAP17A	NM_005088	8227	ENSG00000197976	Q02040
HGNC:38514	AKAP17BP	NG_022632	139516	ENSG00000214992	
HGNC:21618	AKD2				
HGNC:1170	AKIP1	NM_020642	56672	ENSG00000166452	Q9NQ31
